trapId,week,province,avg(temperature),avg(humidity),name,region,closeToWater,vegetation,bugs
13,41,RA,12.406349484882657,75.54428536551339,RA13,Emilia-Romagna,Yes,47,18
12,41,RA,12.406349484882657,75.54428536551339,RA12,Emilia-Romagna,Yes,27,17
11,41,RA,12.406349484882657,75.54428536551339,RA11,Emilia-Romagna,Yes,10,16
40,40,MI,18.26349288698227,77.31285749162946,MI40,Lombardia,No,95,42
39,40,MI,18.26349288698227,77.31285749162946,MI39,Lombardia,No,66,36
38,40,MI,18.26349288698227,77.31285749162946,MI38,Lombardia,No,49,34
37,40,MI,18.26349288698227,77.31285749162946,MI37,Lombardia,No,29,29
36,40,MI,18.26349288698227,77.31285749162946,MI36,Lombardia,No,8,26
35,40,MI,18.26349288698227,77.31285749162946,MI35,Lombardia,Yes,88,46
34,40,MI,18.26349288698227,77.31285749162946,MI34,Lombardia,Yes,70,34
33,40,MI,18.26349288698227,77.31285749162946,MI33,Lombardia,Yes,52,34
32,40,MI,18.26349288698227,77.31285749162946,MI32,Lombardia,Yes,28,29
31,40,MI,18.26349288698227,77.31285749162946,MI31,Lombardia,Yes,10,26
10,36,BO,20.789683508494544,59.41142872401646,BO10,Emilia-Romagna,No,92,40
9,36,BO,20.789683508494544,59.41142872401646,BO9,Emilia-Romagna,No,80,35
8,36,BO,20.789683508494544,59.41142872401646,BO8,Emilia-Romagna,No,55,34
7,36,BO,20.789683508494544,59.41142872401646,BO7,Emilia-Romagna,No,28,31
6,36,BO,20.789683508494544,59.41142872401646,BO6,Emilia-Romagna,No,12,26
5,36,BO,20.789683508494544,59.41142872401646,BO5,Emilia-Romagna,Yes,90,41
4,36,BO,20.789683508494544,59.41142872401646,BO4,Emilia-Romagna,Yes,75,39
3,36,BO,20.789683508494544,59.41142872401646,BO3,Emilia-Romagna,Yes,48,36
2,36,BO,20.789683508494544,59.41142872401646,BO2,Emilia-Romagna,Yes,32,29
1,36,BO,20.789683508494544,59.41142872401646,BO1,Emilia-Romagna,Yes,11,26
20,43,RA,12.363492269364615,75.644287109375,RA20,Emilia-Romagna,No,91,10
19,43,RA,12.363492269364615,75.644287109375,RA19,Emilia-Romagna,No,69,8
18,43,RA,12.363492269364615,75.644287109375,RA18,Emilia-Romagna,No,50,8
17,43,RA,12.363492269364615,75.644287109375,RA17,Emilia-Romagna,No,30,8
16,43,RA,12.363492269364615,75.644287109375,RA16,Emilia-Romagna,No,11,6
15,43,RA,12.363492269364615,75.644287109375,RA15,Emilia-Romagna,Yes,88,10
14,43,RA,12.363492269364615,75.644287109375,RA14,Emilia-Romagna,Yes,68,9
13,43,RA,12.363492269364615,75.644287109375,RA13,Emilia-Romagna,Yes,47,8
12,43,RA,12.363492269364615,75.644287109375,RA12,Emilia-Romagna,Yes,27,7
11,43,RA,12.363492269364615,75.644287109375,RA11,Emilia-Romagna,Yes,10,6
40,9,MI,7.684920477488683,69.4057148524693,MI40,Lombardia,No,95,0
39,9,MI,7.684920477488683,69.4057148524693,MI39,Lombardia,No,66,0
38,9,MI,7.684920477488683,69.4057148524693,MI38,Lombardia,No,49,0
37,9,MI,7.684920477488683,69.4057148524693,MI37,Lombardia,No,29,0
36,9,MI,7.684920477488683,69.4057148524693,MI36,Lombardia,No,8,0
35,9,MI,7.684920477488683,69.4057148524693,MI35,Lombardia,Yes,88,0
34,9,MI,7.684920477488683,69.4057148524693,MI34,Lombardia,Yes,70,0
33,9,MI,7.684920477488683,69.4057148524693,MI33,Lombardia,Yes,52,0
32,9,MI,7.684920477488683,69.4057148524693,MI32,Lombardia,Yes,28,0
31,9,MI,7.684920477488683,69.4057148524693,MI31,Lombardia,Yes,10,0
20,13,RA,13.31904759482732,64.41857201712472,RA20,Emilia-Romagna,No,91,4
19,13,RA,13.31904759482732,64.41857201712472,RA19,Emilia-Romagna,No,69,4
18,13,RA,13.31904759482732,64.41857201712472,RA18,Emilia-Romagna,No,50,3
17,13,RA,13.31904759482732,64.41857201712472,RA17,Emilia-Romagna,No,30,3
16,13,RA,13.31904759482732,64.41857201712472,RA16,Emilia-Romagna,No,11,2
15,13,RA,13.31904759482732,64.41857201712472,RA15,Emilia-Romagna,Yes,88,4
14,13,RA,13.31904759482732,64.41857201712472,RA14,Emilia-Romagna,Yes,68,4
13,13,RA,13.31904759482732,64.41857201712472,RA13,Emilia-Romagna,Yes,47,3
12,13,RA,13.31904759482732,64.41857201712472,RA12,Emilia-Romagna,Yes,27,3
11,13,RA,13.31904759482732,64.41857201712472,RA11,Emilia-Romagna,Yes,10,2
10,12,BO,7.643073771423076,57.36662302388773,BO10,Emilia-Romagna,No,92,2
9,12,BO,7.643073771423076,57.36662302388773,BO9,Emilia-Romagna,No,80,2
8,12,BO,7.643073771423076,57.36662302388773,BO8,Emilia-Romagna,No,55,2
7,12,BO,7.643073771423076,57.36662302388773,BO7,Emilia-Romagna,No,28,2
6,12,BO,7.643073771423076,57.36662302388773,BO6,Emilia-Romagna,No,12,1
5,12,BO,7.643073771423076,57.36662302388773,BO5,Emilia-Romagna,Yes,90,2
4,12,BO,7.643073771423076,57.36662302388773,BO4,Emilia-Romagna,Yes,75,2
3,12,BO,7.643073771423076,57.36662302388773,BO3,Emilia-Romagna,Yes,48,2
2,12,BO,7.643073771423076,57.36662302388773,BO2,Emilia-Romagna,Yes,32,2
1,12,BO,7.643073771423076,57.36662302388773,BO1,Emilia-Romagna,Yes,11,1
40,23,MI,21.681744408985924,69.49285561697823,MI40,Lombardia,No,95,7
39,23,MI,21.681744408985924,69.49285561697823,MI39,Lombardia,No,66,7
38,23,MI,21.681744408985924,69.49285561697823,MI38,Lombardia,No,49,5
37,23,MI,21.681744408985924,69.49285561697823,MI37,Lombardia,No,29,5
36,23,MI,21.681744408985924,69.49285561697823,MI36,Lombardia,No,8,4
35,23,MI,21.681744408985924,69.49285561697823,MI35,Lombardia,Yes,88,7
34,23,MI,21.681744408985924,69.49285561697823,MI34,Lombardia,Yes,70,6
33,23,MI,21.681744408985924,69.49285561697823,MI33,Lombardia,Yes,52,6
32,23,MI,21.681744408985924,69.49285561697823,MI32,Lombardia,Yes,28,5
31,23,MI,21.681744408985924,69.49285561697823,MI31,Lombardia,Yes,10,4
40,37,MI,22.53333197699653,59.87428610665457,MI40,Lombardia,No,95,38
39,37,MI,22.53333197699653,59.87428610665457,MI39,Lombardia,No,66,36
38,37,MI,22.53333197699653,59.87428610665457,MI38,Lombardia,No,49,28
37,37,MI,22.53333197699653,59.87428610665457,MI37,Lombardia,No,29,26
36,37,MI,22.53333197699653,59.87428610665457,MI36,Lombardia,No,8,23
35,37,MI,22.53333197699653,59.87428610665457,MI35,Lombardia,Yes,88,38
34,37,MI,22.53333197699653,59.87428610665457,MI34,Lombardia,Yes,70,31
33,37,MI,22.53333197699653,59.87428610665457,MI33,Lombardia,Yes,52,30
32,37,MI,22.53333197699653,59.87428610665457,MI32,Lombardia,Yes,28,28
31,37,MI,22.53333197699653,59.87428610665457,MI31,Lombardia,Yes,10,23
10,25,BO,26.757937840053014,57.464285714285715,BO10,Emilia-Romagna,No,92,6
9,25,BO,26.757937840053014,57.464285714285715,BO9,Emilia-Romagna,No,80,5
8,25,BO,26.757937840053014,57.464285714285715,BO8,Emilia-Romagna,No,55,5
7,25,BO,26.757937840053014,57.464285714285715,BO7,Emilia-Romagna,No,28,4
6,25,BO,26.757937840053014,57.464285714285715,BO6,Emilia-Romagna,No,12,3
5,25,BO,26.757937840053014,57.464285714285715,BO5,Emilia-Romagna,Yes,90,5
4,25,BO,26.757937840053014,57.464285714285715,BO4,Emilia-Romagna,Yes,75,5
3,25,BO,26.757937840053014,57.464285714285715,BO3,Emilia-Romagna,Yes,48,4
2,25,BO,26.757937840053014,57.464285714285715,BO2,Emilia-Romagna,Yes,32,4
1,25,BO,26.757937840053014,57.464285714285715,BO1,Emilia-Romagna,Yes,11,3
20,35,RA,20.001588246179008,69.83857182094029,RA20,Emilia-Romagna,No,91,18
19,35,RA,20.001588246179008,69.83857182094029,RA19,Emilia-Romagna,No,69,15
18,35,RA,20.001588246179008,69.83857182094029,RA18,Emilia-Romagna,No,50,13
17,35,RA,20.001588246179008,69.83857182094029,RA17,Emilia-Romagna,No,30,12
16,35,RA,20.001588246179008,69.83857182094029,RA16,Emilia-Romagna,No,11,11
15,35,RA,20.001588246179008,69.83857182094029,RA15,Emilia-Romagna,Yes,88,18
14,35,RA,20.001588246179008,69.83857182094029,RA14,Emilia-Romagna,Yes,68,16
13,35,RA,20.001588246179008,69.83857182094029,RA13,Emilia-Romagna,Yes,47,14
12,35,RA,20.001588246179008,69.83857182094029,RA12,Emilia-Romagna,Yes,27,12
11,35,RA,20.001588246179008,69.83857182094029,RA11,Emilia-Romagna,Yes,10,10
10,30,BO,26.66190495566716,63.951429094587056,BO10,Emilia-Romagna,No,92,10
9,30,BO,26.66190495566716,63.951429094587056,BO9,Emilia-Romagna,No,80,9
8,30,BO,26.66190495566716,63.951429094587056,BO8,Emilia-Romagna,No,55,8
7,30,BO,26.66190495566716,63.951429094587056,BO7,Emilia-Romagna,No,28,7
6,30,BO,26.66190495566716,63.951429094587056,BO6,Emilia-Romagna,No,12,7
5,30,BO,26.66190495566716,63.951429094587056,BO5,Emilia-Romagna,Yes,90,11
4,30,BO,26.66190495566716,63.951429094587056,BO4,Emilia-Romagna,Yes,75,9
3,30,BO,26.66190495566716,63.951429094587056,BO3,Emilia-Romagna,Yes,48,9
2,30,BO,26.66190495566716,63.951429094587056,BO2,Emilia-Romagna,Yes,32,8
1,30,BO,26.66190495566716,63.951429094587056,BO1,Emilia-Romagna,Yes,11,6
10,38,BO,19.79761941092355,77.89571489606585,BO10,Emilia-Romagna,No,92,51
9,38,BO,19.79761941092355,77.89571489606585,BO9,Emilia-Romagna,No,80,44
8,38,BO,19.79761941092355,77.89571489606585,BO8,Emilia-Romagna,No,55,39
7,38,BO,19.79761941092355,77.89571489606585,BO7,Emilia-Romagna,No,28,36
6,38,BO,19.79761941092355,77.89571489606585,BO6,Emilia-Romagna,No,12,30
5,38,BO,19.79761941092355,77.89571489606585,BO5,Emilia-Romagna,Yes,90,44
4,38,BO,19.79761941092355,77.89571489606585,BO4,Emilia-Romagna,Yes,75,49
3,38,BO,19.79761941092355,77.89571489606585,BO3,Emilia-Romagna,Yes,48,41
2,38,BO,19.79761941092355,77.89571489606585,BO2,Emilia-Romagna,Yes,32,34
1,38,BO,19.79761941092355,77.89571489606585,BO1,Emilia-Romagna,Yes,11,30
30,16,FC,10.82063462999132,63.15999984741211,FC30,Emilia-Romagna,No,89,6
29,16,FC,10.82063462999132,63.15999984741211,FC29,Emilia-Romagna,No,71,5
28,16,FC,10.82063462999132,63.15999984741211,FC28,Emilia-Romagna,No,46,5
27,16,FC,10.82063462999132,63.15999984741211,FC27,Emilia-Romagna,No,25,4
26,16,FC,10.82063462999132,63.15999984741211,FC26,Emilia-Romagna,No,7,3
25,16,FC,10.82063462999132,63.15999984741211,FC25,Emilia-Romagna,Yes,87,6
24,16,FC,10.82063462999132,63.15999984741211,FC24,Emilia-Romagna,Yes,73,5
23,16,FC,10.82063462999132,63.15999984741211,FC23,Emilia-Romagna,Yes,50,5
22,16,FC,10.82063462999132,63.15999984741211,FC22,Emilia-Romagna,Yes,26,4
21,16,FC,10.82063462999132,63.15999984741211,FC21,Emilia-Romagna,Yes,9,3
10,42,BO,13.76746041434152,74.56285749162946,BO10,Emilia-Romagna,No,92,18
9,42,BO,13.76746041434152,74.56285749162946,BO9,Emilia-Romagna,No,80,20
8,42,BO,13.76746041434152,74.56285749162946,BO8,Emilia-Romagna,No,55,15
7,42,BO,13.76746041434152,74.56285749162946,BO7,Emilia-Romagna,No,28,14
6,42,BO,13.76746041434152,74.56285749162946,BO6,Emilia-Romagna,No,12,12
5,42,BO,13.76746041434152,74.56285749162946,BO5,Emilia-Romagna,Yes,90,19
4,42,BO,13.76746041434152,74.56285749162946,BO4,Emilia-Romagna,Yes,75,18
3,42,BO,13.76746041434152,74.56285749162946,BO3,Emilia-Romagna,Yes,48,17
2,42,BO,13.76746041434152,74.56285749162946,BO2,Emilia-Romagna,Yes,32,14
1,42,BO,13.76746041434152,74.56285749162946,BO1,Emilia-Romagna,Yes,11,12
10,39,BO,18.98016006227524,79.78285653250558,BO10,Emilia-Romagna,No,92,54
9,39,BO,18.98016006227524,79.78285653250558,BO9,Emilia-Romagna,No,80,47
8,39,BO,18.98016006227524,79.78285653250558,BO8,Emilia-Romagna,No,55,49
7,39,BO,18.98016006227524,79.78285653250558,BO7,Emilia-Romagna,No,28,41
6,39,BO,18.98016006227524,79.78285653250558,BO6,Emilia-Romagna,No,12,36
5,39,BO,18.98016006227524,79.78285653250558,BO5,Emilia-Romagna,Yes,90,64
4,39,BO,18.98016006227524,79.78285653250558,BO4,Emilia-Romagna,Yes,75,53
3,39,BO,18.98016006227524,79.78285653250558,BO3,Emilia-Romagna,Yes,48,48
2,39,BO,18.98016006227524,79.78285653250558,BO2,Emilia-Romagna,Yes,32,43
1,39,BO,18.98016006227524,79.78285653250558,BO1,Emilia-Romagna,Yes,11,35
10,32,BO,27.499207390679253,52.15857151576451,BO10,Emilia-Romagna,No,92,16
9,32,BO,27.499207390679253,52.15857151576451,BO9,Emilia-Romagna,No,80,16
8,32,BO,27.499207390679253,52.15857151576451,BO8,Emilia-Romagna,No,55,14
7,32,BO,27.499207390679253,52.15857151576451,BO7,Emilia-Romagna,No,28,12
6,32,BO,27.499207390679253,52.15857151576451,BO6,Emilia-Romagna,No,12,11
5,32,BO,27.499207390679253,52.15857151576451,BO5,Emilia-Romagna,Yes,90,15
4,32,BO,27.499207390679253,52.15857151576451,BO4,Emilia-Romagna,Yes,75,16
3,32,BO,27.499207390679253,52.15857151576451,BO3,Emilia-Romagna,Yes,48,13
2,32,BO,27.499207390679253,52.15857151576451,BO2,Emilia-Romagna,Yes,32,13
1,32,BO,27.499207390679253,52.15857151576451,BO1,Emilia-Romagna,Yes,11,10
30,10,FC,8.487301781063989,67.80428532191685,FC30,Emilia-Romagna,No,89,0
29,10,FC,8.487301781063989,67.80428532191685,FC29,Emilia-Romagna,No,71,0
28,10,FC,8.487301781063989,67.80428532191685,FC28,Emilia-Romagna,No,46,0
27,10,FC,8.487301781063989,67.80428532191685,FC27,Emilia-Romagna,No,25,0
26,10,FC,8.487301781063989,67.80428532191685,FC26,Emilia-Romagna,No,7,0
25,10,FC,8.487301781063989,67.80428532191685,FC25,Emilia-Romagna,Yes,87,0
24,10,FC,8.487301781063989,67.80428532191685,FC24,Emilia-Romagna,Yes,73,0
23,10,FC,8.487301781063989,67.80428532191685,FC23,Emilia-Romagna,Yes,50,0
22,10,FC,8.487301781063989,67.80428532191685,FC22,Emilia-Romagna,Yes,26,0
21,10,FC,8.487301781063989,67.80428532191685,FC21,Emilia-Romagna,Yes,9,0
40,42,MI,11.734126863025484,72.70428248814174,MI40,Lombardia,No,95,22
39,42,MI,11.734126863025484,72.70428248814174,MI39,Lombardia,No,66,16
38,42,MI,11.734126863025484,72.70428248814174,MI38,Lombardia,No,49,15
37,42,MI,11.734126863025484,72.70428248814174,MI37,Lombardia,No,29,15
36,42,MI,11.734126863025484,72.70428248814174,MI36,Lombardia,No,8,13
35,42,MI,11.734126863025484,72.70428248814174,MI35,Lombardia,Yes,88,20
34,42,MI,11.734126863025484,72.70428248814174,MI34,Lombardia,Yes,70,18
33,42,MI,11.734126863025484,72.70428248814174,MI33,Lombardia,Yes,52,17
32,42,MI,11.734126863025484,72.70428248814174,MI32,Lombardia,Yes,28,15
31,42,MI,11.734126863025484,72.70428248814174,MI31,Lombardia,Yes,10,12
30,37,FC,22.152381775871156,55.38857160295759,FC30,Emilia-Romagna,No,89,33
29,37,FC,22.152381775871156,55.38857160295759,FC29,Emilia-Romagna,No,71,33
28,37,FC,22.152381775871156,55.38857160295759,FC28,Emilia-Romagna,No,46,29
27,37,FC,22.152381775871156,55.38857160295759,FC27,Emilia-Romagna,No,25,28
26,37,FC,22.152381775871156,55.38857160295759,FC26,Emilia-Romagna,No,7,23
25,37,FC,22.152381775871156,55.38857160295759,FC25,Emilia-Romagna,Yes,87,41
24,37,FC,22.152381775871156,55.38857160295759,FC24,Emilia-Romagna,Yes,73,36
23,37,FC,22.152381775871156,55.38857160295759,FC23,Emilia-Romagna,Yes,50,30
22,37,FC,22.152381775871156,55.38857160295759,FC22,Emilia-Romagna,Yes,26,27
21,37,FC,22.152381775871156,55.38857160295759,FC21,Emilia-Romagna,Yes,9,24
40,21,MI,17.755555349683004,68.27428545270648,MI40,Lombardia,No,95,11
39,21,MI,17.755555349683004,68.27428545270648,MI39,Lombardia,No,66,10
38,21,MI,17.755555349683004,68.27428545270648,MI38,Lombardia,No,49,8
37,21,MI,17.755555349683004,68.27428545270648,MI37,Lombardia,No,29,7
36,21,MI,17.755555349683004,68.27428545270648,MI36,Lombardia,No,8,6
35,21,MI,17.755555349683004,68.27428545270648,MI35,Lombardia,Yes,88,9
34,21,MI,17.755555349683004,68.27428545270648,MI34,Lombardia,Yes,70,10
33,21,MI,17.755555349683004,68.27428545270648,MI33,Lombardia,Yes,52,8
32,21,MI,17.755555349683004,68.27428545270648,MI32,Lombardia,Yes,28,7
31,21,MI,17.755555349683004,68.27428545270648,MI31,Lombardia,Yes,10,7
40,27,MI,25.676983424595424,62.17571531023298,MI40,Lombardia,No,95,4
39,27,MI,25.676983424595424,62.17571531023298,MI39,Lombardia,No,66,4
38,27,MI,25.676983424595424,62.17571531023298,MI38,Lombardia,No,49,3
37,27,MI,25.676983424595424,62.17571531023298,MI37,Lombardia,No,29,3
36,27,MI,25.676983424595424,62.17571531023298,MI36,Lombardia,No,8,3
35,27,MI,25.676983424595424,62.17571531023298,MI35,Lombardia,Yes,88,4
34,27,MI,25.676983424595424,62.17571531023298,MI34,Lombardia,Yes,70,4
33,27,MI,25.676983424595424,62.17571531023298,MI33,Lombardia,Yes,52,3
32,27,MI,25.676983424595424,62.17571531023298,MI32,Lombardia,Yes,28,3
31,27,MI,25.676983424595424,62.17571531023298,MI31,Lombardia,Yes,10,3
40,22,MI,19.828571137927828,60.225715092250276,MI40,Lombardia,No,95,9
39,22,MI,19.828571137927828,60.225715092250276,MI39,Lombardia,No,66,8
38,22,MI,19.828571137927828,60.225715092250276,MI38,Lombardia,No,49,7
37,22,MI,19.828571137927828,60.225715092250276,MI37,Lombardia,No,29,6
36,22,MI,19.828571137927828,60.225715092250276,MI36,Lombardia,No,8,5
35,22,MI,19.828571137927828,60.225715092250276,MI35,Lombardia,Yes,88,9
34,22,MI,19.828571137927828,60.225715092250276,MI34,Lombardia,Yes,70,7
33,22,MI,19.828571137927828,60.225715092250276,MI33,Lombardia,Yes,52,7
32,22,MI,19.828571137927828,60.225715092250276,MI32,Lombardia,Yes,28,6
31,22,MI,19.828571137927828,60.225715092250276,MI31,Lombardia,Yes,10,5
30,12,FC,7.486508384583488,53.62571498325893,FC30,Emilia-Romagna,No,89,2
29,12,FC,7.486508384583488,53.62571498325893,FC29,Emilia-Romagna,No,71,2
28,12,FC,7.486508384583488,53.62571498325893,FC28,Emilia-Romagna,No,46,2
27,12,FC,7.486508384583488,53.62571498325893,FC27,Emilia-Romagna,No,25,2
26,12,FC,7.486508384583488,53.62571498325893,FC26,Emilia-Romagna,No,7,1
25,12,FC,7.486508384583488,53.62571498325893,FC25,Emilia-Romagna,Yes,87,2
24,12,FC,7.486508384583488,53.62571498325893,FC24,Emilia-Romagna,Yes,73,2
23,12,FC,7.486508384583488,53.62571498325893,FC23,Emilia-Romagna,Yes,50,2
22,12,FC,7.486508384583488,53.62571498325893,FC22,Emilia-Romagna,Yes,26,2
21,12,FC,7.486508384583488,53.62571498325893,FC21,Emilia-Romagna,Yes,9,1
40,41,MI,13.218254210456971,71.23285784040179,MI40,Lombardia,No,95,24
39,41,MI,13.218254210456971,71.23285784040179,MI39,Lombardia,No,66,22
38,41,MI,13.218254210456971,71.23285784040179,MI38,Lombardia,No,49,21
37,41,MI,13.218254210456971,71.23285784040179,MI37,Lombardia,No,29,17
36,41,MI,13.218254210456971,71.23285784040179,MI36,Lombardia,No,8,16
35,41,MI,13.218254210456971,71.23285784040179,MI35,Lombardia,Yes,88,23
34,41,MI,13.218254210456971,71.23285784040179,MI34,Lombardia,Yes,70,22
33,41,MI,13.218254210456971,71.23285784040179,MI33,Lombardia,Yes,52,21
32,41,MI,13.218254210456971,71.23285784040179,MI32,Lombardia,Yes,28,18
31,41,MI,13.218254210456971,71.23285784040179,MI31,Lombardia,Yes,10,15
30,20,FC,17.419842008560423,56.142857687813894,FC30,Emilia-Romagna,No,89,8
29,20,FC,17.419842008560423,56.142857687813894,FC29,Emilia-Romagna,No,71,7
28,20,FC,17.419842008560423,56.142857687813894,FC28,Emilia-Romagna,No,46,7
27,20,FC,17.419842008560423,56.142857687813894,FC27,Emilia-Romagna,No,25,6
26,20,FC,17.419842008560423,56.142857687813894,FC26,Emilia-Romagna,No,7,5
25,20,FC,17.419842008560423,56.142857687813894,FC25,Emilia-Romagna,Yes,87,9
24,20,FC,17.419842008560423,56.142857687813894,FC24,Emilia-Romagna,Yes,73,8
23,20,FC,17.419842008560423,56.142857687813894,FC23,Emilia-Romagna,Yes,50,7
22,20,FC,17.419842008560423,56.142857687813894,FC22,Emilia-Romagna,Yes,26,6
21,20,FC,17.419842008560423,56.142857687813894,FC21,Emilia-Romagna,Yes,9,5
30,30,FC,27.62301490420387,54.5442864554269,FC30,Emilia-Romagna,No,89,10
29,30,FC,27.62301490420387,54.5442864554269,FC29,Emilia-Romagna,No,71,9
28,30,FC,27.62301490420387,54.5442864554269,FC28,Emilia-Romagna,No,46,9
27,30,FC,27.62301490420387,54.5442864554269,FC27,Emilia-Romagna,No,25,8
26,30,FC,27.62301490420387,54.5442864554269,FC26,Emilia-Romagna,No,7,7
25,30,FC,27.62301490420387,54.5442864554269,FC25,Emilia-Romagna,Yes,87,10
24,30,FC,27.62301490420387,54.5442864554269,FC24,Emilia-Romagna,Yes,73,8
23,30,FC,27.62301490420387,54.5442864554269,FC23,Emilia-Romagna,Yes,50,8
22,30,FC,27.62301490420387,54.5442864554269,FC22,Emilia-Romagna,Yes,26,8
21,30,FC,27.62301490420387,54.5442864554269,FC21,Emilia-Romagna,Yes,9,6
10,35,BO,20.186506604391433,67.73000008719308,BO10,Emilia-Romagna,No,92,19
9,35,BO,20.186506604391433,67.73000008719308,BO9,Emilia-Romagna,No,80,15
8,35,BO,20.186506604391433,67.73000008719308,BO8,Emilia-Romagna,No,55,12
7,35,BO,20.186506604391433,67.73000008719308,BO7,Emilia-Romagna,No,28,12
6,35,BO,20.186506604391433,67.73000008719308,BO6,Emilia-Romagna,No,12,10
5,35,BO,20.186506604391433,67.73000008719308,BO5,Emilia-Romagna,Yes,90,15
4,35,BO,20.186506604391433,67.73000008719308,BO4,Emilia-Romagna,Yes,75,14
3,35,BO,20.186506604391433,67.73000008719308,BO3,Emilia-Romagna,Yes,48,13
2,35,BO,20.186506604391433,67.73000008719308,BO2,Emilia-Romagna,Yes,32,12
1,35,BO,20.186506604391433,67.73000008719308,BO1,Emilia-Romagna,Yes,11,10
10,20,BO,17.013492281474765,64.38285555158343,BO10,Emilia-Romagna,No,92,8
9,20,BO,17.013492281474765,64.38285555158343,BO9,Emilia-Romagna,No,80,8
8,20,BO,17.013492281474765,64.38285555158343,BO8,Emilia-Romagna,No,55,7
7,20,BO,17.013492281474765,64.38285555158343,BO7,Emilia-Romagna,No,28,6
6,20,BO,17.013492281474765,64.38285555158343,BO6,Emilia-Romagna,No,12,5
5,20,BO,17.013492281474765,64.38285555158343,BO5,Emilia-Romagna,Yes,90,9
4,20,BO,17.013492281474765,64.38285555158343,BO4,Emilia-Romagna,Yes,75,8
3,20,BO,17.013492281474765,64.38285555158343,BO3,Emilia-Romagna,Yes,48,7
2,20,BO,17.013492281474765,64.38285555158343,BO2,Emilia-Romagna,Yes,32,6
1,20,BO,17.013492281474765,64.38285555158343,BO1,Emilia-Romagna,Yes,11,5
30,40,FC,19.661110772026912,71.22857230050224,FC30,Emilia-Romagna,No,89,42
29,40,FC,19.661110772026912,71.22857230050224,FC29,Emilia-Romagna,No,71,36
28,40,FC,19.661110772026912,71.22857230050224,FC28,Emilia-Romagna,No,46,34
27,40,FC,19.661110772026912,71.22857230050224,FC27,Emilia-Romagna,No,25,31
26,40,FC,19.661110772026912,71.22857230050224,FC26,Emilia-Romagna,No,7,26
25,40,FC,19.661110772026912,71.22857230050224,FC25,Emilia-Romagna,Yes,87,44
24,40,FC,19.661110772026912,71.22857230050224,FC24,Emilia-Romagna,Yes,73,38
23,40,FC,19.661110772026912,71.22857230050224,FC23,Emilia-Romagna,Yes,50,33
22,40,FC,19.661110772026912,71.22857230050224,FC22,Emilia-Romagna,Yes,26,29
21,40,FC,19.661110772026912,71.22857230050224,FC21,Emilia-Romagna,Yes,9,26
10,28,BO,25.60634976341611,57.97571454729353,BO10,Emilia-Romagna,No,92,6
9,28,BO,25.60634976341611,57.97571454729353,BO9,Emilia-Romagna,No,80,5
8,28,BO,25.60634976341611,57.97571454729353,BO8,Emilia-Romagna,No,55,4
7,28,BO,25.60634976341611,57.97571454729353,BO7,Emilia-Romagna,No,28,4
6,28,BO,25.60634976341611,57.97571454729353,BO6,Emilia-Romagna,No,12,4
5,28,BO,25.60634976341611,57.97571454729353,BO5,Emilia-Romagna,Yes,90,6
4,28,BO,25.60634976341611,57.97571454729353,BO4,Emilia-Romagna,Yes,75,5
3,28,BO,25.60634976341611,57.97571454729353,BO3,Emilia-Romagna,Yes,48,4
2,28,BO,25.60634976341611,57.97571454729353,BO2,Emilia-Romagna,Yes,32,4
1,28,BO,25.60634976341611,57.97571454729353,BO1,Emilia-Romagna,Yes,11,3
10,22,BO,19.601587568010604,61.1985707964216,BO10,Emilia-Romagna,No,92,8
9,22,BO,19.601587568010604,61.1985707964216,BO9,Emilia-Romagna,No,80,7
8,22,BO,19.601587568010604,61.1985707964216,BO8,Emilia-Romagna,No,55,7
7,22,BO,19.601587568010604,61.1985707964216,BO7,Emilia-Romagna,No,28,6
6,22,BO,19.601587568010604,61.1985707964216,BO6,Emilia-Romagna,No,12,6
5,22,BO,19.601587568010604,61.1985707964216,BO5,Emilia-Romagna,Yes,90,9
4,22,BO,19.601587568010604,61.1985707964216,BO4,Emilia-Romagna,Yes,75,7
3,22,BO,19.601587568010604,61.1985707964216,BO3,Emilia-Romagna,Yes,48,7
2,22,BO,19.601587568010604,61.1985707964216,BO2,Emilia-Romagna,Yes,32,6
1,22,BO,19.601587568010604,61.1985707964216,BO1,Emilia-Romagna,Yes,11,5
30,36,FC,20.920636010548428,60.54285703386579,FC30,Emilia-Romagna,No,89,40
29,36,FC,20.920636010548428,60.54285703386579,FC29,Emilia-Romagna,No,71,38
28,36,FC,20.920636010548428,60.54285703386579,FC28,Emilia-Romagna,No,46,34
27,36,FC,20.920636010548428,60.54285703386579,FC27,Emilia-Romagna,No,25,29
26,36,FC,20.920636010548428,60.54285703386579,FC26,Emilia-Romagna,No,7,27
25,36,FC,20.920636010548428,60.54285703386579,FC25,Emilia-Romagna,Yes,87,46
24,36,FC,20.920636010548428,60.54285703386579,FC24,Emilia-Romagna,Yes,73,40
23,36,FC,20.920636010548428,60.54285703386579,FC23,Emilia-Romagna,Yes,50,32
22,36,FC,20.920636010548428,60.54285703386579,FC22,Emilia-Romagna,Yes,26,30
21,36,FC,20.920636010548428,60.54285703386579,FC21,Emilia-Romagna,Yes,9,26
40,12,MI,6.686507633754184,54.0957145690918,MI40,Lombardia,No,95,2
39,12,MI,6.686507633754184,54.0957145690918,MI39,Lombardia,No,66,2
